context,question,choices,answer
"Luật Đất đai
Bảo đảm của Nhà nước đối với người sử dụng đất
1. Nhà nước bảo hộ quyền sử dụng đất và tài sản gắn liền với đất hợp pháp của người sử dụng đất.
2. Nhà nước không thừa nhận việc đòi lại đất đã được giao theo quy định của Nhà nước cho người khác sử dụng trong quá trình thực hiện chính sách đất đai của Nhà nước Việt Nam dân chủ cộng hòa, Chính phủ Cách mạng lâm thời Cộng hòa miền Nam Việt Nam và Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam.",Nhà nước không thừa nhận việc đòi lại đất trong trường hợp nào sau đây?,"{'A': 'Đất được giao trước năm 1945', 'B': 'Đất được giao theo chính sách đất đai của Nhà nước Việt Nam dân chủ cộng hòa', 'C': 'Đất được giao theo quy định của pháp luật hiện hành', 'D': 'Đất được giao trong quá trình thực hiện chính sách đất đai của Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam'}",B
"Luật Đất đai
Bảo đảm của Nhà nước đối với người sử dụng đất
1. Nhà nước bảo hộ quyền sử dụng đất và tài sản gắn liền với đất hợp pháp của người sử dụng đất.
2. Nhà nước không thừa nhận việc đòi lại đất đã được giao theo quy định của Nhà nước cho người khác sử dụng trong quá trình thực hiện chính sách đất đai của Nhà nước Việt Nam dân chủ cộng hòa, Chính phủ Cách mạng lâm thời Cộng hòa miền Nam Việt Nam và Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam.","Trong trường hợp nào sau đây, người sử dụng đất không thể yêu cầu Nhà nước giải quyết tranh chấp về quyền sử dụng đất?","{'A': 'Khi đất được giao theo chính sách đất đai của Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam', 'B': 'Khi đất được giao theo quy định của pháp luật hiện hành', 'C': 'Khi đất được giao trong quá trình thực hiện chính sách đất đai của Chính phủ Cách mạng lâm thời Cộng hòa miền Nam Việt Nam', 'D': 'Khi đất được giao trước năm 1945'}",C
"Luật Đất đai
Bảo đảm của Nhà nước đối với người sử dụng đất
1. Nhà nước bảo hộ quyền sử dụng đất và tài sản gắn liền với đất hợp pháp của người sử dụng đất.
2. Nhà nước không thừa nhận việc đòi lại đất đã được giao theo quy định của Nhà nước cho người khác sử dụng trong quá trình thực hiện chính sách đất đai của Nhà nước Việt Nam dân chủ cộng hòa, Chính phủ Cách mạng lâm thời Cộng hòa miền Nam Việt Nam và Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam.","Phân tích nội dung của Điều 13 Luật Đất đai, điều nào sau đây là đúng?","{'A': 'Nhà nước chỉ bảo hộ quyền sử dụng đất trong thời kỳ chiến tranh', 'B': 'Quyền sử dụng đất được bảo hộ không phụ thuộc vào thời kỳ lịch sử', 'C': 'Nhà nước không bảo hộ quyền sử dụng đất trong trường hợp đất được giao theo chính sách đất đai trước năm 1945', 'D': 'Nhà nước bảo hộ quyền sử dụng đất trong mọi trường hợp, kể cả khi đất bị thu hồi'}",B
"Luật Đất đai: Đất ở tại nông thôn
1. Đất ở tại nông thôn là đất để làm nhà ở và mục đích khác phục vụ cho đời sống trong cùng một thửa đất thuộc khu vực nông thôn.
2. Căn cứ vào quỹ đất và tình hình thực tế của địa phương, Ủy ban nhân dân cấp tỉnh quy định hạn mức giao đất ở cho cá nhân tại nông thôn.
3. Đất ở tại nông thôn phải bố trí đồng bộ với đất sử dụng cho mục đích xây dựng các công trình công cộng, công trình sự nghiệp bảo đảm thuận tiện cho sản xuất, đời sống của nhân dân, vệ sinh môi trường và theo hướng hiện đại hóa nông thôn.
4. Nhà nước có chính sách tạo điều kiện cho những người sống ở nông thôn có chỗ ở trên cơ sở tận dụng đất trong những khu dân cư sẵn có, hạn chế việc mở rộng khu dân cư trên đất nông nghiệp.","Theo quy định của Luật Đất đai, đất ở tại nông thôn được hiểu như thế nào?","{'A': 'Đất để xây dựng nhà xưởng và cơ sở hạ tầng', 'B': 'Đất để làm nhà ở và mục đích khác phục vụ đời sống trong cùng một thửa đất thuộc khu vực nông thôn', 'C': 'Đất được sử dụng cho mục đích thương mại', 'D': 'Đất được phân bổ cho các doanh nghiệp nông nghiệp'}",B
"Luật Đất đai: Đất ở tại nông thôn
1. Đất ở tại nông thôn là đất để làm nhà ở và mục đích khác phục vụ cho đời sống trong cùng một thửa đất thuộc khu vực nông thôn.
2. Căn cứ vào quỹ đất và tình hình thực tế của địa phương, Ủy ban nhân dân cấp tỉnh quy định hạn mức giao đất ở cho cá nhân tại nông thôn.
3. Đất ở tại nông thôn phải bố trí đồng bộ với đất sử dụng cho mục đích xây dựng các công trình công cộng, công trình sự nghiệp bảo đảm thuận tiện cho sản xuất, đời sống của nhân dân, vệ sinh môi trường và theo hướng hiện đại hóa nông thôn.
4. Nhà nước có chính sách tạo điều kiện cho những người sống ở nông thôn có chỗ ở trên cơ sở tận dụng đất trong những khu dân cư sẵn có, hạn chế việc mở rộng khu dân cư trên đất nông nghiệp.",Cơ quan nào quy định hạn mức giao đất ở cho cá nhân tại nông thôn?,"{'A': 'Ủy ban nhân dân cấp xã', 'B': 'Ủy ban nhân dân cấp tỉnh', 'C': 'Bộ Tài nguyên và Môi trường', 'D': 'Hội đồng nhân dân cấp tỉnh'}",B
"Luật Đất đai: Đất ở tại nông thôn
1. Đất ở tại nông thôn là đất để làm nhà ở và mục đích khác phục vụ cho đời sống trong cùng một thửa đất thuộc khu vực nông thôn.
2. Căn cứ vào quỹ đất và tình hình thực tế của địa phương, Ủy ban nhân dân cấp tỉnh quy định hạn mức giao đất ở cho cá nhân tại nông thôn.
3. Đất ở tại nông thôn phải bố trí đồng bộ với đất sử dụng cho mục đích xây dựng các công trình công cộng, công trình sự nghiệp bảo đảm thuận tiện cho sản xuất, đời sống của nhân dân, vệ sinh môi trường và theo hướng hiện đại hóa nông thôn.
4. Nhà nước có chính sách tạo điều kiện cho những người sống ở nông thôn có chỗ ở trên cơ sở tận dụng đất trong những khu dân cư sẵn có, hạn chế việc mở rộng khu dân cư trên đất nông nghiệp.",Yêu cầu nào phải được đảm bảo khi bố trí đất ở tại nông thôn?,"{'A': 'Phải đảm bảo quyền sở hữu tư nhân', 'B': 'Phải bố trí đồng bộ với đất sử dụng cho công trình công cộng và sự nghiệp', 'C': 'Phải tăng cường đầu tư vào hạ tầng đô thị', 'D': 'Phải ưu tiên cho các doanh nghiệp nông nghiệp'}",B
"Luật Đất đai: Đất ở tại nông thôn
1. Đất ở tại nông thôn là đất để làm nhà ở và mục đích khác phục vụ cho đời sống trong cùng một thửa đất thuộc khu vực nông thôn.
2. Căn cứ vào quỹ đất và tình hình thực tế của địa phương, Ủy ban nhân dân cấp tỉnh quy định hạn mức giao đất ở cho cá nhân tại nông thôn.
3. Đất ở tại nông thôn phải bố trí đồng bộ với đất sử dụng cho mục đích xây dựng các công trình công cộng, công trình sự nghiệp bảo đảm thuận tiện cho sản xuất, đời sống của nhân dân, vệ sinh môi trường và theo hướng hiện đại hóa nông thôn.
4. Nhà nước có chính sách tạo điều kiện cho những người sống ở nông thôn có chỗ ở trên cơ sở tận dụng đất trong những khu dân cư sẵn có, hạn chế việc mở rộng khu dân cư trên đất nông nghiệp.",Chính sách của Nhà nước đối với người ở nông thôn về chỗ ở được quy định như thế nào?,"{'A': 'Khuyến khích mở rộng khu dân cư trên đất nông nghiệp', 'B': 'Tận dụng đất trong khu dân cư sẵn có và hạn chế mở rộng khu dân cư trên đất nông nghiệp', 'C': 'Cấp đất miễn phí cho tất cả người dân', 'D': 'Phải xây dựng mới toàn bộ khu dân cư'}",B
"Luật Đất đai: Đất ở tại nông thôn
1. Đất ở tại nông thôn là đất để làm nhà ở và mục đích khác phục vụ cho đời sống trong cùng một thửa đất thuộc khu vực nông thôn.
2. Căn cứ vào quỹ đất và tình hình thực tế của địa phương, Ủy ban nhân dân cấp tỉnh quy định hạn mức giao đất ở cho cá nhân tại nông thôn.
3. Đất ở tại nông thôn phải bố trí đồng bộ với đất sử dụng cho mục đích xây dựng các công trình công cộng, công trình sự nghiệp bảo đảm thuận tiện cho sản xuất, đời sống của nhân dân, vệ sinh môi trường và theo hướng hiện đại hóa nông thôn.
4. Nhà nước có chính sách tạo điều kiện cho những người sống ở nông thôn có chỗ ở trên cơ sở tận dụng đất trong những khu dân cư sẵn có, hạn chế việc mở rộng khu dân cư trên đất nông nghiệp.",Mục đích của việc bố trí đồng bộ đất ở với công trình công cộng tại nông thôn là gì?,"{'A': 'Tăng cường thu hút đầu tư nước ngoài', 'B': 'Đảm bảo thuận tiện cho sản xuất, đời sống, vệ sinh môi trường và hiện đại hóa nông thôn', 'C': 'Tối ưu hóa giá trị đất đai', 'D': 'Tăng cường an ninh quốc gia'}",B
"Luật Du lịch: Thành lập văn phòng đại diện tại Việt Nam của cơ quan du lịch nước ngoài, tổ chức du lịch quốc tế và khu vực
1. Cơ quan du lịch nước ngoài, tổ chức du lịch quốc tế và khu vực được thành lập văn phòng đại diện tại Việt Nam.
2. Hồ sơ đề nghị thành lập văn phòng đại diện phải được hợp pháp hóa lãnh sự, bao gồm:
a) Đơn đề nghị thành lập văn phòng đại diện theo mẫu do Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch quy định;
b) Quyết định thành lập cơ quan du lịch nước ngoài, tổ chức du lịch quốc tế và khu vực;
c) Quyết định thành lập văn phòng đại diện của cơ quan du lịch nước ngoài, tổ chức du lịch quốc tế và khu vực;
d) Quyết định bổ nhiệm người đứng đầu văn phòng đại diện.
3. Trình tự, thủ tục thành lập văn phòng đại diện tại Việt Nam được quy định như sau:
a) Người đứng đầu văn phòng đại diện nộp 01 bộ hồ sơ đến Bộ Văn hóa, Thể thao và Du lịch;
b) Trong thời hạn 30 ngày kể từ ngày nhận được hồ sơ hợp lệ, Bộ Văn hóa Thể thao và Du lịch thẩm định, trình Thủ tướng Chính phủ xem xét, quyết định;
c) Trong thời hạn 05 ngày làm việc kể từ ngày nhận được ý kiến của Thủ tướng Chính phủ, Bộ Văn hóa, Thể thao và Du lịch thông báo bằng văn bản cho người đứng đầu văn phòng đại diện.","Theo Điều luật nêu trên, đối tượng nào được phép thành lập văn phòng đại diện tại Việt Nam?","{'A': 'Công ty du lịch trong nước', 'B': 'Cơ quan du lịch nước ngoài, tổ chức du lịch quốc tế và khu vực', 'C': 'Doanh nghiệp kinh doanh lữ hành', 'D': 'Tổ chức phi chính phủ'}",B
"Luật Du lịch: Thành lập văn phòng đại diện tại Việt Nam của cơ quan du lịch nước ngoài, tổ chức du lịch quốc tế và khu vực
1. Cơ quan du lịch nước ngoài, tổ chức du lịch quốc tế và khu vực được thành lập văn phòng đại diện tại Việt Nam.
2. Hồ sơ đề nghị thành lập văn phòng đại diện phải được hợp pháp hóa lãnh sự, bao gồm:
a) Đơn đề nghị thành lập văn phòng đại diện theo mẫu do Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch quy định;
b) Quyết định thành lập cơ quan du lịch nước ngoài, tổ chức du lịch quốc tế và khu vực;
c) Quyết định thành lập văn phòng đại diện của cơ quan du lịch nước ngoài, tổ chức du lịch quốc tế và khu vực;
d) Quyết định bổ nhiệm người đứng đầu văn phòng đại diện.
3. Trình tự, thủ tục thành lập văn phòng đại diện tại Việt Nam được quy định như sau:
a) Người đứng đầu văn phòng đại diện nộp 01 bộ hồ sơ đến Bộ Văn hóa, Thể thao và Du lịch;
b) Trong thời hạn 30 ngày kể từ ngày nhận được hồ sơ hợp lệ, Bộ Văn hóa Thể thao và Du lịch thẩm định, trình Thủ tướng Chính phủ xem xét, quyết định;
c) Trong thời hạn 05 ngày làm việc kể từ ngày nhận được ý kiến của Thủ tướng Chính phủ, Bộ Văn hóa, Thể thao và Du lịch thông báo bằng văn bản cho người đứng đầu văn phòng đại diện.",Hồ sơ đề nghị thành lập văn phòng đại diện phải bao gồm loại văn bản nào theo quy định?,"{'A': 'Bản sao giấy chứng nhận đăng ký doanh nghiệp', 'B': 'Đơn đề nghị theo mẫu do Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch quy định', 'C': 'Giấy phép kinh doanh lữ hành', 'D': 'Bản dịch tài liệu bằng tiếng Anh'}",B
