context,question,answer
"Luật Du lịch - Hồ sơ, trình tự, thủ tục, thẩm quyền cấp Giấy phép kinh doanh dịch vụ lữ hành quốc tế",Giấy chứng nhận đăng ký doanh nghiệp phải được nộp dưới dạng bản sao không có chứng thực đúng hay sai?,Sai
"Luật Tố tụng hành chính, Điều 233: Thẩm quyền của Tòa án cấp huyện giải quyết theo thủ tục sơ thẩm những khiếu kiện sau đây: 1. Khiếu kiện quyết định hành chính... trừ quyết định hành chính... của Ủy ban nhân dân cấp huyện... 2. Khiếu kiện quyết định kỷ luật buộc thôi việc... từ cấp huyện trở xuống... 3. Khiếu kiện danh sách cử tri của cơ quan lập danh sách cử tri... trên cùng phạm vi địa giới hành chính với Tòa án.",Một công chức thuộc thẩm quyền quản lý của Sở Nội vụ tỉnh có thể khiếu kiện quyết định kỷ luật buộc thôi việc của Giám đốc Sở đúng hay sai?,Sai
"Luật Thanh niên - Trách nhiệm đối với gia đình
1. Chăm lo hạnh phúc gia đình; giữ gìn và phát huy truyền thống tốt đẹp của gia đình Việt Nam.
2. Kính trọng, hiếu thảo đối với ông bà, cha mẹ và tôn trọng các thành viên khác trong gia đình; chăm sóc, giáo dục con em trong gia đình.
3. Tích cực phòng, chống bạo lực gia đình, xóa bỏ phong tục, tập quán lạc hậu về hôn nhân và gia đình.","Theo Điều 1, thanh niên có trách nhiệm hỗ trợ tài chính cho cha mẹ trong mọi trường hợp. đúng hay sai?",Sai
"Luật Thanh niên: Phạm vi điều chỉnh - Luật này quy định về quyền, nghĩa vụ và trách nhiệm của thanh niên; chính sách của Nhà nước đối với thanh niên; trách nhiệm của cơ quan, tổ chức thanh niên, tổ chức khác, cơ sở giáo dục, gia đình và cá nhân đối với thanh niên; quản lý nhà nước về thanh niên.",Luật Thanh niên quy định chính sách của Nhà nước đối với thanh niên là trách nhiệm của gia đình đúng hay sai?,Sai
"Luật Nhà ở
Công trình hạ tầng kỹ thuật khu vực có nhà chung cư phải bàn giao và thời điểm bàn giao
1. Công trình hạ tầng kỹ thuật khu vực có nhà chung cư được đầu tư xây dựng theo dự án thuộc trường hợp phải bàn giao cho chính quyền hoặc cơ quan chức năng của địa phương hoặc do chủ đầu tư dự án đầu tư xây dựng nhà ở quản lý sau khi hoàn thành dự án phải được xác định trong chủ trương đầu tư hoặc nội dung dự án đã được phê duyệt.
2. Đối với công trình thuộc trường hợp phải bàn giao thì sau khi nghiệm thu theo quy định của pháp luật về xây dựng, chủ đầu tư dự án đầu tư xây dựng nhà ở có trách nhiệm bàn giao các công trình này. Căn cứ tiến độ hoặc phân kỳ thực hiện dự án đã được phê duyệt, chủ đầu tư dự án đầu tư xây dựng nhà ở có thể bàn giao toàn bộ hoặc bàn giao công trình riêng biệt cho chính quyền hoặc cơ quan chức năng của địa phương để quản lý.",Chủ đầu tư dự án đầu tư xây dựng nhà ở có trách nhiệm bàn giao công trình hạ tầng kỹ thuật khu vực có nhà chung cư sau khi nghiệm thu theo quy định của pháp luật về xây dựng đúng hay sai?,Đúng
"Luật Khám bệnh, chữa bệnh: Phòng ngừa sự cố y khoa tại cơ sở khám bệnh, chữa bệnh
1. Việc phòng ngừa sự cố y khoa được thực hiện trên cơ sở nhận diện, báo cáo, phân tích tìm nguyên nhân, đưa ra các khuyến cáo, giải pháp phòng ngừa, tránh tái diễn sự cố y khoa để nâng cao chất lượng dịch vụ khám bệnh, chữa bệnh, an toàn cho người bệnh.
Các khuyến cáo, giải pháp phòng ngừa sự cố y khoa được công bố công khai trên Hệ thống thông tin về quản lý hoạt động khám bệnh, chữa bệnh.
2. Việc phòng ngừa sự cố y khoa tại cơ sở khám bệnh, chữa bệnh là trách nhiệm của người đứng đầu cơ sở và người làm việc tại cơ sở khám bệnh, chữa bệnh.","Các khuyến cáo, giải pháp phòng ngừa sự cố y khoa được công bố công khai trên Hệ thống thông tin quản lý hoạt động khám bệnh, chữa bệnh đúng hay sai?",Đúng
"Luật Đất đai: Hạn mức nhận chuyển quyền sử dụng đất nông nghiệp của cá nhân
1. Hạn mức nhận chuyển quyền sử dụng đất nông nghiệp của cá nhân không quá 15 lần hạn mức giao đất nông nghiệp của cá nhân đối với mỗi loại đất quy định tại các khoản 1, 2 và 3 Điều 176 của Luật này.
2. Việc xác định hạn mức nhận chuyển quyền sử dụng đất nông nghiệp quy định tại khoản 1 Điều này phải căn cứ vào các yếu tố sau đây:
a) Điều kiện về đất đai và công nghệ sản xuất;
b) Chuyển dịch lực lượng lao động, cơ cấu kinh tế; quá trình đô thị hóa.
3. Ủy ban nhân dân cấp tỉnh, căn cứ quy định tại khoản 1 và khoản 2 Điều này, quy định hạn mức nhận chuyển quyền sử dụng đất nông nghiệp của cá nhân phù hợp với điều kiện cụ thể của địa phương.",Hạn mức nhận chuyển quyền sử dụng đất nông nghiệp của cá nhân không quá 10 lần hạn mức giao đất nông nghiệp của cá nhân. đúng hay sai?,Sai
"Luật Đất đai: Bồi thường về đất khi Nhà nước thu hồi đất nông nghiệp của tổ chức kinh tế, cộng đồng dân cư, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc",Tổ chức tôn giáo trực thuộc được bồi thường về đất khi Nhà nước thu hồi đất mà không cần điều kiện theo Điều 95 đúng hay sai?,Sai
"Luật Tài nguyên nước: Bảo vệ chất lượng nguồn nước trong sản xuất nông nghiệp, nuôi trồng thủy sản, khai thác khoáng sản và các hoạt động khác","Nếu doanh nghiệp xả nước thải đã xử lý đạt quy chuẩn kỹ thuật môi trường vào nguồn nước mặt, hành vi này có vi phạm Điều 2 không đúng hay sai?",Đúng
"Luật Thanh niên - Trách nhiệm đối với gia đình
1. Chăm lo hạnh phúc gia đình; giữ gìn và phát huy truyền thống tốt đẹp của gia đình Việt Nam.
2. Kính trọng, hiếu thảo đối với ông bà, cha mẹ và tôn trọng các thành viên khác trong gia đình; chăm sóc, giáo dục con em trong gia đình.
3. Tích cực phòng, chống bạo lực gia đình, xóa bỏ phong tục, tập quán lạc hậu về hôn nhân và gia đình.","Theo Điều 1, thanh niên có nghĩa vụ tôn trọng các thành viên trong gia đình và chăm sóc con em. đúng hay sai?",Đúng
Luật Trồng trọt - Các hành vi bị nghiêm cấm trong hoạt động trồng trọt,Một nông dân sử dụng phân bón không có giấy chứng nhận đủ điều kiện sản xuất sẽ không bị xử lý đúng hay sai?,Sai
"Luật Tố tụng hành chính, Nghĩa vụ chịu chi phí giám định",Người tự yêu cầu giám định theo khoản 3 Điều 361 phải chịu chi phí giám định nếu kết quả giám định chứng minh yêu cầu của họ là không có căn cứ. đúng hay sai?,Sai
Luật Trồng trọt: Yêu cầu chung về khảo nghiệm giống cây trồng (Điều 18),Giống cây trồng khảo nghiệm ở vùng A được cấp Quyết định công nhận lưu hành giống cây trồng ở vùng B đúng hay sai?,Sai
"Bộ luật dân sự: Chấp nhận đề nghị giao kết hợp đồng là sự trả lời của bên được đề nghị về việc chấp nhận toàn bộ nội dung của đề nghị. Sự im lặng của bên được đề nghị không được coi là chấp nhận đề nghị giao kết hợp đồng, trừ trường hợp có thỏa thuận hoặc theo thói quen đã được xác lập giữa các bên.","Nếu bên được đề nghị im lặng trong trường hợp có thỏa thuận trước, thì hành vi này được coi là chấp nhận đề nghị giao kết hợp đồng. đúng hay sai?",Đúng
"Luật Tố tụng hành chính: Thủ tục từ chối tiến hành tố tụng hoặc đề nghị thay đổi Kiểm sát viên, Kiểm tra viên","Nếu Tòa án thay đổi Kiểm sát viên tại phiên tòa mà không ghi vào biên bản phiên tòa, hành vi này có vi phạm quy định của Luật Tố tụng hành chính đúng hay sai?",Đúng
Luật Bảo vệ quyền lợi người tiêu dùng - Quyền của tổ chức xã hội tham gia bảo vệ quyền lợi người tiêu dùng,Tổ chức xã hội được phép tham gia các hoạt động kiểm tra liên quan đến bảo vệ quyền lợi người tiêu dùng mà không cần yêu cầu của cơ quan nhà nước có thẩm quyền đúng hay sai?,Sai
"Luật Tố tụng hành chính: Gửi quyết định giám đốc thẩm, thời hạn 05 ngày làm việc, danh sách các cơ quan nhận, và quy định về công bố trên Cổng thông tin điện tử.","Hội đồng xét xử giám đốc thẩm có thể gửi quyết định giám đốc thẩm cho cơ quan thi hành án dân sự không có thẩm quyền, đúng hay sai?",Sai
"Bộ luật dân sự, Quốc tịch của pháp nhân: Pháp nhân được thành lập theo pháp luật Việt Nam là pháp nhân Việt Nam.",Pháp nhân được thành lập theo pháp luật Việt Nam tự động có quốc tịch Việt Nam mà không cần điều kiện gì khác đúng hay sai?,Sai
Luật Viễn thông - Đất sử dụng cho công trình viễn thông,Ủy ban nhân dân cấp có thẩm quyền có trách nhiệm bảo vệ diện tích đất dành cho công trình viễn thông khỏi mọi hoạt động sử dụng đất không được phép đúng hay sai?,Sai
"Luật Đất đai: Quyền và nghĩa vụ của tổ chức tư vấn xác định giá đất, điều kiện hoạt động tư vấn xác định giá đất",Tổ chức tư vấn xác định giá đất phải có ít nhất 03 định giá viên đủ điều kiện hành nghề tư vấn xác định giá đất hoặc 03 thẩm định viên về giá theo quy định của Chính phủ đúng hay sai?,Đúng
"Bộ luật dân sự: Xác lập quyền sở hữu đối với tài sản bị chôn, giấu, bị vùi lấp, chìm đắm được tìm thấy",Người phát hiện tài sản có giá trị 20 lần mức lương cơ sở được hưởng 10 lần mức lương cơ sở và 50% giá trị vượt quá đúng hay sai?,Đúng
"Bộ luật dân sự
Giao dịch dân sự vô hiệu do giả tạo
1. Khi các bên xác lập giao dịch dân sự một cách giả tạo nhằm che giấu một giao dịch dân sự khác thì giao dịch dân sự giả tạo vô hiệu, còn giao dịch dân sự bị che giấu vẫn có hiệu lực, trừ trường hợp giao dịch đó cũng vô hiệu theo quy định của Bộ luật này hoặc luật khác có liên quan.
2. Trường hợp xác lập giao dịch dân sự giả tạo nhằm trốn tránh nghĩa vụ với người thứ ba thì giao dịch dân sự đó vô hiệu.","Nếu giao dịch giả tạo nhằm che giấu một giao dịch khác mà giao dịch bị che giấu có hiệu lực, thì cả hai giao dịch đều vô hiệu.",Sai
